locus,ratio,std,revRatio,revStd,weightRatio,pepNum,pepNumTotal,specCount,compositeRatio,desc
P70284,0.65248,0.04354,1.15717,0.26805,0.66369,3,3,6,0.77061,Homeobox protein TGIF1 OS=Mus musculus GN=Tgif1 PE=2 SV=2
Q9CXW3,0.29329,0.07173,1.64127,0.42828,0.3077,20,20,43,0.4668,Calcyclin-binding protein OS=Mus musculus GN=Cacybp PE=1 SV=1
Q8K019,0.48452,-1,1.03155,-1,0.55968,29,29,63,0.7473,Bcl-2-associated transcription factor 1 OS=Mus musculus GN=Bclaf1 PE=1 SV=2
Q99MR6,0.40122,0.10106,0.82332,0.30644,0.47688,12,12,22,0.82569,Serrate RNA effector molecule homolog OS=Mus musculus GN=Srrt PE=1 SV=1
Q5SF07,0.42132,0.24159,1.1555,0.4335,0.60426,7,7,10,0.65723,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Mus musculus GN=Igf2bp2 PE=1 SV=1
P56480,0.57614,13.60316,1.19081,21.33401,6.89808,3,3,3,0.95042,"ATP synthase subunit beta, mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2"
Q99LF4,0.54918,0.07808,1.26621,0.21237,0.5803,9,9,18,0.72484,tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=2 SV=1
Q922R8,0.24807,0.32029,0.80088,0.93556,0.57033,4,4,4,0.48736,Protein disulfide-isomerase A6 OS=Mus musculus GN=Pdia6 PE=1 SV=3
Q9DCT5,0.42353,0.28281,0.76164,0.42775,0.70049,6,6,32,0.81471,Stromal cell-derived factor 2 OS=Mus musculus GN=Sdf2 PE=2 SV=1
P20067,0.57341,-1,1.47943,-1,0.57341,1,1,2,0.66604,DNA-binding protein inhibitor ID-1 OS=Mus musculus GN=Id1 PE=1 SV=3
P13020,0.58634,0.13939,0.81487,0.48714,0.58099,8,8,14,0.77751,Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3
P56671,0.54888,0.32824,0.72883,0.45401,0.63742,9,9,16,0.79655,Myc-associated zinc finger protein OS=Mus musculus GN=Maz PE=1 SV=1
Q8BIQ5,0.75522,0.04766,1.2842,0.09637,0.75645,8,8,9,0.76514,Cleavage stimulation factor subunit 2 OS=Mus musculus GN=Cstf2 PE=1 SV=2
Q99JY9,0.79905,-1,1.11872,-1,0.80356,13,13,20,0.91996,Actin-related protein 3 OS=Mus musculus GN=Actr3 PE=1 SV=3
Q61820,0.37508,0.16634,1.88615,0.09042,0.48116,4,4,4,0.63634,"GTP-binding nuclear protein Ran, testis-specific isoform OS=Mus musculus GN=Rasl2-9 PE=2 SV=1"
Q9R1K9,0.57633,-1,0.45536,-1,0.57633,1,1,3,1.20158,Centrin-2 OS=Mus musculus GN=Cetn2 PE=2 SV=1
Q9D1Q1,0.26374,0.0669,0.5892,0.12377,0.29458,4,4,9,0.9711,M-phase phosphoprotein 6 OS=Mus musculus GN=Mphosph6 PE=1 SV=1
Q9CQK1,0.68977,-1,0.72816,-1,0.68977,1,1,1,1.05972,Zinc finger HIT domain-containing protein 3 OS=Mus musculus GN=Znhit3 PE=1 SV=1
P45878,0.73094,0.0446,1.34713,0.09367,0.73157,3,3,3,0.78145,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus GN=Fkbp2 PE=1 SV=1
Q3UCQ1,0.73449,0.14179,1.10601,0.20739,0.76969,14,14,34,0.85861,Forkhead box protein K2 OS=Mus musculus GN=Foxk2 PE=1 SV=3
Q8QZY9,0.74788,0.08818,1.30852,0.15834,0.75243,7,7,7,0.8409,Splicing factor 3B subunit 4 OS=Mus musculus GN=Sf3b4 PE=2 SV=1
P29268,0.59989,-1,1.53436,-1,0.59989,1,1,1,0.68176,Connective tissue growth factor OS=Mus musculus GN=Ctgf PE=2 SV=3
D3YZG8,0.03987,-1,7.50622,-1,0.03987,1,1,1,0.34785,Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2 OS=Mus musculus GN=Mthfd2l PE=3 SV=1
Q9D898,0.67909,-1,0.63246,-1,0.67909,1,1,1,1.32801,Actin-related protein 2/3 complex subunit 5-like protein OS=Mus musculus GN=Arpc5l PE=1 SV=1
Q8K1L5,3.29392,-1,0.05028,-1,3.29392,1,1,1,2.86756,Protein phosphatase 1 regulatory subunit 11 OS=Mus musculus GN=Ppp1r11 PE=2 SV=1
P70181,0.23785,-1,0.61053,-1,0.23785,1,1,1,0.60025,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta OS=Mus musculus GN=Pip5k1b PE=1 SV=1
Q8CFA7,0.11671,-1,0.05614,-1,0.11671,1,1,1,1.93208,Krueppel-like factor 17 OS=Mus musculus GN=Klf17 PE=1 SV=2
A3KGV1,0.66461,-1,1.07731,-1,0.57671,6,6,14,0.68143,Outer dense fiber protein 2 OS=Mus musculus GN=Odf2 PE=1 SV=1
Q3TKY6,0.46018,0.0367,0.87293,0.5508,0.48713,3,3,4,0.66671,Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Mus musculus GN=Cwc27 PE=2 SV=1
P17182,0.38911,0.14286,1.2446,0.49669,0.48238,13,13,21,0.68024,Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3
Q9CWE0,0.46162,0.0819,1.37847,0.66023,0.43943,3,3,3,0.55993,Mitochondrial fission regulator 1-like OS=Mus musculus GN=Mtfr1l PE=1 SV=1
Q8R2U4,0.18038,-1,0.70868,-1,0.18038,1,1,2,0.24599,N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Mus musculus GN=Ntmt1 PE=2 SV=3
Q6ZQ88,0.37968,0.25185,1.3181,0.11379,0.5934,3,3,3,0.62376,Lysine-specific histone demethylase 1A OS=Mus musculus GN=Kdm1a PE=1 SV=2
P24547,0.39495,0.14604,0.92084,0.67819,0.49991,3,3,3,0.6236,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus GN=Impdh2 PE=1 SV=2
P05214,0.56914,0.24043,1.12509,0.34865,0.72159,6,6,6,0.69439,Tubulin alpha-3 chain OS=Mus musculus GN=Tuba3a PE=1 SV=1
Q9CQJ4,0.31736,0.23017,1.18892,0.5147,0.52377,3,3,6,0.87911,E3 ubiquitin-protein ligase RING2 OS=Mus musculus GN=Rnf2 PE=1 SV=1
Q91VT1,0.31557,0.11054,2.36715,1.02858,0.3176,2,2,2,0.47446,E3 SUMO-protein ligase NSE2 OS=Mus musculus GN=Nsmce2 PE=2 SV=1
P62281,0.5888,-1,0.76312,-1,0.5888,1,1,1,1.57053,40S ribosomal protein S11 OS=Mus musculus GN=Rps11 PE=1 SV=3
Q9CXU0,0.52267,0,0.94151,0,0.52267,2,2,2,1.01916,Mediator of RNA polymerase II transcription subunit 10 OS=Mus musculus GN=Med10 PE=1 SV=1
Q9CQN7,1,-1,1,-1,-1,1,1,1,4.11409,"39S ribosomal protein L41, mitochondrial OS=Mus musculus GN=Mrpl41 PE=2 SV=1"
Q569Z6,-1,0.65445,-1,0.74309,1.0098,11,11,16,0.81096,Thyroid hormone receptor-associated protein 3 OS=Mus musculus GN=Thrap3 PE=1 SV=1
Q3V3R1,0.46377,0.07,1.46292,0.34601,0.47995,6,6,12,0.65625,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus GN=Mthfd1l PE=1 SV=2"
Q8K2F0,0.43425,0.34163,0.90169,1.1249,0.76137,10,10,24,0.77187,Bromodomain-containing protein 3 OS=Mus musculus GN=Brd3 PE=1 SV=2
P42128,0.8611,0.13929,1.02066,0.14372,0.88553,10,10,22,0.94816,Forkhead box protein K1 OS=Mus musculus GN=Foxk1 PE=1 SV=2
Q8C2Q3,0.28149,1.42707,0.85681,3.79525,2.37964,5,5,7,0.78868,RNA-binding protein 14 OS=Mus musculus GN=Rbm14 PE=1 SV=1
P15066,0.43044,0.3364,0.19198,0.61125,0.67938,3,3,9,1.35011,Transcription factor jun-D OS=Mus musculus GN=Jund PE=1 SV=1
P57759,0.49067,-1,1.38073,-1,0.49067,1,1,1,0.74907,Endoplasmic reticulum resident protein 29 OS=Mus musculus GN=Erp29 PE=1 SV=2
Q9CZJ6,0.53641,-1,0.70367,-1,0.53641,1,1,1,0.9355,Protein Mis18-alpha OS=Mus musculus GN=Mis18a PE=2 SV=1
Q9R0Y5,0.22158,-1,0.31183,-1,0.33811,5,5,6,0.70679,Adenylate kinase isoenzyme 1 OS=Mus musculus GN=Ak1 PE=1 SV=1
Q99KR7,0.43006,0,1.07525,0,0.43006,2,2,6,0.53948,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Mus musculus GN=Ppif PE=1 SV=1"
Q9EQX4,0.72254,0,1.35626,0,0.72254,2,2,2,1.24347,Allograft inflammatory factor 1-like OS=Mus musculus GN=Aif1l PE=2 SV=1
Q9JI91,0.44363,-1,1.87489,-1,0.44633,14,14,45,0.46129,Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2
Q8K327,0.50834,0.17106,1.53663,0.28536,0.58236,5,5,7,0.64496,Chromosome alignment-maintaining phosphoprotein 1 OS=Mus musculus GN=Champ1 PE=1 SV=1
Q61286,0.58092,0.24192,1.33822,0.4327,0.64477,5,5,6,0.71062,Transcription factor 12 OS=Mus musculus GN=Tcf12 PE=1 SV=2
Q3UHX9,0.49402,0.00761,1.10797,0.8398,0.49035,2,2,7,0.84811,Uncharacterized protein C9orf114 homolog OS=Mus musculus GN=D2Wsu81e PE=2 SV=1
Q8R143,0.32633,-1,2.34205,-1,0.32633,1,1,1,0.58441,Pituitary tumor-transforming gene 1 protein-interacting protein OS=Mus musculus GN=Pttg1ip PE=1 SV=1
P51125,0.60884,0.01528,1.26896,0.19821,0.6108,7,7,20,0.72781,Calpastatin OS=Mus musculus GN=Cast PE=1 SV=2
P08003,0.38425,-1,1.61914,-1,0.41999,10,10,20,0.46798,Protein disulfide-isomerase A4 OS=Mus musculus GN=Pdia4 PE=1 SV=3
Q9R1T4,0.6349,0.16437,0.94296,0.14396,0.67301,3,3,3,0.9834,Septin-6 OS=Mus musculus GN=Sept6 PE=1 SV=4
Q921D4,0.52307,-1,1.56927,-1,0.46559,6,6,10,0.68479,Mediator of RNA polymerase II transcription subunit 6 OS=Mus musculus GN=Med6 PE=1 SV=2
Q9D8B3,0.63565,-1,0.37744,-1,0.63565,1,1,1,1.84411,Charged multivesicular body protein 4b OS=Mus musculus GN=Chmp4b PE=1 SV=2
P35980,1,-1,1,-1,-1,1,1,1,1.25385,60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=2 SV=3
Q91WV0,0.56269,-1,1.50306,-1,0.56269,1,1,1,0.66925,Protein Dr1 OS=Mus musculus GN=Dr1 PE=2 SV=1
Q9CR41,0.06258,0,0.63449,0,0.06258,2,2,2,0.4587,Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2
Q9R1C7,0.25997,-1,0.4882,-1,0.65561,12,12,32,0.81555,Pre-mRNA-processing factor 40 homolog A OS=Mus musculus GN=Prpf40a PE=1 SV=1
Q60821,0.41357,0.09325,1.66464,0.5529,0.41736,5,5,7,0.43351,Zinc finger and BTB domain-containing protein 17 OS=Mus musculus GN=Zbtb17 PE=1 SV=2
P62267,1.11234,0.01238,0.81051,0.04895,1.11351,4,4,16,1.17929,40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=1 SV=3
O08810,0.35753,0.17046,1.13763,0.79871,0.48411,5,5,9,0.63124,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=2 SV=1
Q6EJB6,0.52397,-1,0.97349,-1,0.68041,8,8,16,0.67613,U3 small nucleolar RNA-associated protein 14 homolog B OS=Mus musculus GN=Utp14b PE=2 SV=2
Q9CWL8,0.34001,0.32468,1.26687,0.5222,0.57763,10,10,15,0.63455,Beta-catenin-like protein 1 OS=Mus musculus GN=Ctnnbl1 PE=2 SV=1
Q8R0L9,0.67025,-1,1.25121,-1,0.58516,8,8,23,0.62667,Transcriptional adapter 3 OS=Mus musculus GN=Tada3 PE=1 SV=1
Q8C4M7,0.66957,0.27688,0.62313,0.28454,0.90191,8,8,10,1.0354,Centromere protein U OS=Mus musculus GN=Cenpu PE=2 SV=2
P54726,0.61075,-1,1.5281,-1,0.61075,1,1,1,0.64542,UV excision repair protein RAD23 homolog A OS=Mus musculus GN=Rad23a PE=1 SV=2
O35887,0.43244,-1,1.9797,-1,0.43244,1,1,1,0.94861,Calumenin OS=Mus musculus GN=Calu PE=1 SV=1
Q9DAJ4,0.54263,0.02967,0.83342,0.59969,0.54703,3,3,4,0.62468,WD repeat domain-containing protein 83 OS=Mus musculus GN=Wdr83 PE=1 SV=1
P04925,0.39255,-1,2.19073,-1,0.39255,1,1,1,0.49109,Major prion protein OS=Mus musculus GN=Prnp PE=1 SV=2
Q9QUI0,0.20134,0.03431,1.10366,0.55272,0.22354,4,4,8,0.6078,Transforming protein RhoA OS=Mus musculus GN=Rhoa PE=1 SV=1
Q9D6K5,0.22134,-1,1.88558,-1,0.22134,1,1,1,0.3111,Synaptojanin-2-binding protein OS=Mus musculus GN=Synj2bp PE=1 SV=1
P62878,0.46872,-1,1.15979,-1,0.46872,1,1,3,0.76549,E3 ubiquitin-protein ligase RBX1 OS=Mus musculus GN=Rbx1 PE=1 SV=1
E9Q1P8,0.51071,0.13267,1.54797,0.2837,0.54227,5,5,5,0.59981,Interferon regulatory factor 2-binding protein 2 OS=Mus musculus GN=Irf2bp2 PE=1 SV=1
Q8BHN5,0.55945,-1,1.30957,-1,0.48382,5,5,5,0.6693,RNA-binding protein 45 OS=Mus musculus GN=Rbm45 PE=2 SV=1
Q62203,0.60776,0.09891,1.28352,0.19595,0.64555,10,10,12,0.63671,Splicing factor 3A subunit 2 OS=Mus musculus GN=Sf3a2 PE=1 SV=2
Q9CWM4,0.49492,0,0.95186,0,0.49492,2,2,4,0.70021,Prefoldin subunit 1 OS=Mus musculus GN=Pfdn1 PE=2 SV=1
Q8VD75,0.10915,0.09125,1.2634,1.01837,0.23778,5,5,7,0.30638,Huntingtin-interacting protein 1 OS=Mus musculus GN=Hip1 PE=1 SV=2
Q80XJ2,0.45002,-1,1.65701,-1,0.40363,7,7,10,0.52942,E3 ubiquitin-protein ligase RNF168 OS=Mus musculus GN=Rnf168 PE=2 SV=3
Q61576,0.54462,0.07297,1.16419,0.51929,0.52875,4,4,4,0.72831,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Mus musculus GN=Fkbp10 PE=1 SV=2
P23708,0.38419,-1,1.63789,-1,0.38419,1,1,1,0.57409,Nuclear transcription factor Y subunit alpha OS=Mus musculus GN=Nfya PE=1 SV=2
Q925B0,0.69783,0.09985,1.1072,0.09568,0.71305,8,8,10,0.90331,PRKC apoptosis WT1 regulator protein OS=Mus musculus GN=Pawr PE=1 SV=2
Q60932,0.19252,-1,1.66546,-1,0.19252,1,1,1,0.35881,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3
Q99LI5,0.46558,0.10846,1.25951,0.3867,0.48776,14,14,27,0.64596,Zinc finger protein 281 OS=Mus musculus GN=Znf281 PE=1 SV=1
Q61550,0.62947,-1,0.88661,-1,0.60566,6,6,16,0.71652,Double-strand-break repair protein rad21 homolog OS=Mus musculus GN=Rad21 PE=1 SV=3
Q8CI51,0.50564,0.14923,1.40748,0.25714,0.58327,4,4,10,0.6997,PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4
O35295,0.58003,0.15076,1.04159,0.23018,0.65646,7,7,9,0.80204,Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3
Q8CDN6,18.90701,-1,0.04892,-1,18.90701,1,1,1,10.11889,Thioredoxin-like protein 1 OS=Mus musculus GN=Txnl1 PE=2 SV=3
"Q66JS6,Q3UGC7",0.73418,0.11081,1.26429,0.18649,0.7409,4,4,4,0.8625,Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus GN=Eif3j2 PE=1 SV=1 @Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus GN=Eif3j1 PE=2 SV=1
Q91YQ5,0.38638,-1,2.23556,-1,0.37363,10,10,17,0.4733,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=1 SV=1
"Q9D6F9,P68372",0.99694,5.4537,0.51581,1.14097,3.64147,4,4,5,0.88357,Tubulin beta-4A chain OS=Mus musculus GN=Tubb4a PE=1 SV=3 @Tubulin beta-4B chain OS=Mus musculus GN=Tubb4b PE=1 SV=1
Q01147,1.21069,0.45822,0.51549,0.22973,1.46936,7,7,7,1.41968,Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus GN=Creb1 PE=1 SV=1
Q9QXV3,0.6374,-1,1.29688,-1,0.6374,1,1,1,0.80529,Inhibitor of growth protein 1 OS=Mus musculus GN=Ing1 PE=2 SV=1
Q01730,0.73568,-1,0.73403,-1,0.65243,5,5,8,0.99567,Ras suppressor protein 1 OS=Mus musculus GN=Rsu1 PE=2 SV=3
Q9ET26,0.64067,0.13515,1.26279,0.36094,0.65667,4,4,7,0.75365,RING finger protein 114 OS=Mus musculus GN=Rnf114 PE=2 SV=2
P63166,0.39968,-1,1.56516,-1,0.39968,1,1,1,0.42214,Small ubiquitin-related modifier 1 OS=Mus musculus GN=Sumo1 PE=1 SV=1
P25976,0.25905,-1,0.6958,-1,0.52312,19,19,60,0.6516,Nucleolar transcription factor 1 OS=Mus musculus GN=Ubtf PE=1 SV=1
Q3TSG4,0.59834,0.01015,1.17567,0.28256,0.60051,2,2,2,0.67333,RNA demethylase ALKBH5 OS=Mus musculus GN=Alkbh5 PE=1 SV=2
Q9DCH4,0.87144,0.0855,0.7649,0.35695,0.90855,2,2,2,0.96786,Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus GN=Eif3f PE=1 SV=2
Q99K95,0.37698,-1,1.60513,-1,0.37698,1,1,1,0.7957,Protein RTF2 homolog OS=Mus musculus GN=Rtfdc1 PE=2 SV=1
Q61166,0.24772,0.23691,1.18772,3.17723,0.44913,5,5,12,0.62705,Microtubule-associated protein RP/EB family member 1 OS=Mus musculus GN=Mapre1 PE=1 SV=3
Q64317,0.85731,0.05298,0.89486,0.09886,0.85736,9,9,16,0.92345,Homeobox protein DLX-1 OS=Mus musculus GN=Dlx1 PE=2 SV=1
O35286,0.37404,0.31572,1.96667,1.10392,0.41391,8,8,13,0.39049,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus GN=Dhx15 PE=2 SV=2
P42932,0.54377,0.16706,1.31128,0.2777,0.64295,10,10,15,0.73311,T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3
O70378,0.65497,0.0455,1.01272,0.10846,0.65366,5,5,18,0.74844,ER membrane protein complex subunit 8 OS=Mus musculus GN=Emc8 PE=1 SV=1
O55022,0.69577,0.91128,0.54216,0.90642,1.09224,4,4,7,0.9747,Membrane-associated progesterone receptor component 1 OS=Mus musculus GN=Pgrmc1 PE=1 SV=4
Q07133,1.7631,-1,0.28706,-1,2.1456,48,48,125,2.74251,Histone H1t OS=Mus musculus GN=Hist1h1t PE=1 SV=4
P63089,0.16254,-1,0.56099,-1,0.16254,1,1,1,0.6371,Pleiotrophin OS=Mus musculus GN=Ptn PE=2 SV=1
P62743,0.31854,-1,2.34919,-1,0.31854,1,1,1,0.4841,AP-2 complex subunit sigma OS=Mus musculus GN=Ap2s1 PE=1 SV=1
Q9D8C6,0.348,0,1.05282,0,0.348,2,2,4,0.60007,Mediator of RNA polymerase II transcription subunit 11 OS=Mus musculus GN=Med11 PE=3 SV=1
Q01149,0.92061,0.1583,0.78122,0.12429,0.96808,28,28,71,1.04264,Collagen alpha-2(I) chain OS=Mus musculus GN=Col1a2 PE=2 SV=2
P17225,0.6259,-1,1.11668,-1,0.54313,9,9,16,0.80033,Polypyrimidine tract-binding protein 1 OS=Mus musculus GN=Ptbp1 PE=1 SV=2
Q5SUF2,0.52478,0.10949,1.19096,0.73435,0.4969,2,2,4,0.64625,Luc7-like protein 3 OS=Mus musculus GN=Luc7l3 PE=1 SV=1
Q62418,0.78235,-1,1.04384,-1,0.74676,6,6,12,0.83793,Drebrin-like protein OS=Mus musculus GN=Dbnl PE=1 SV=2
P70279,1.95114,0.36216,0.20259,0.07594,2.19493,3,3,6,2.99934,Surfeit locus protein 6 OS=Mus musculus GN=Surf6 PE=1 SV=1
Q9CWY8,1.019,-1,0.97334,-1,1.019,1,1,1,1.08513,Ribonuclease H2 subunit A OS=Mus musculus GN=Rnaseh2a PE=1 SV=2
P70122,0.65542,2.38077,1.33753,0.97951,1.36219,5,5,7,0.39519,Ribosome maturation protein SBDS OS=Mus musculus GN=Sbds PE=1 SV=4
Q9ERE7,0.50079,0.06905,1.87031,0.24638,0.50735,7,7,7,0.65011,LDLR chaperone MESD OS=Mus musculus GN=Mesdc2 PE=1 SV=1
Q62417,0.60524,-1,0.9288,-1,0.66786,14,14,18,0.88235,Sorbin and SH3 domain-containing protein 1 OS=Mus musculus GN=Sorbs1 PE=1 SV=2
Q8BFW7,0.63669,0.08812,1.37135,0.16062,0.64745,16,16,31,0.71887,Lipoma-preferred partner homolog OS=Mus musculus GN=Lpp PE=1 SV=1
Q8CHH9,0.7703,-1,1.28217,-1,0.59336,2,2,2,2.11043,Septin-8 OS=Mus musculus GN=Sept8 PE=1 SV=4
Q9D7W5,0.61565,0.0347,1.25885,0.11718,0.61842,12,12,32,0.68094,Mediator of RNA polymerase II transcription subunit 8 OS=Mus musculus GN=Med8 PE=2 SV=1
O09131,0.38168,-1,0.12182,-1,0.38168,1,1,1,1.3133,Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2
Q3V009,0.27753,-1,1.40662,-1,0.27753,1,1,1,0.54483,Transmembrane emp24 domain-containing protein 1 OS=Mus musculus GN=Tmed1 PE=2 SV=1
Q9D0A3,0.83033,-1,1.12964,-1,0.83033,1,1,1,1.02511,Arpin OS=Mus musculus GN=Arpin PE=1 SV=1
Q9DCX2,0.50607,0.03238,1.34979,0.14047,0.50522,4,4,5,0.72094,"ATP synthase subunit d, mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3"
Q6ZQL4,0.27982,-1,2.1996,-1,0.27485,10,10,27,0.37837,WD repeat-containing protein 43 OS=Mus musculus GN=Wdr43 PE=2 SV=2
P68368,0.53549,0.46219,0.87563,0.48823,0.71948,6,6,6,0.59043,Tubulin alpha-4A chain OS=Mus musculus GN=Tuba4a PE=1 SV=1
Q8BFZ3,0.57091,0.10974,1.65897,0.32112,0.59166,39,39,100,0.64607,Beta-actin-like protein 2 OS=Mus musculus GN=Actbl2 PE=1 SV=1
Q9JHL1,0.85652,0.03379,0.53978,0.57867,0.87692,2,2,10,1.3388,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Mus musculus GN=Slc9a3r2 PE=1 SV=2
P63073,0.65533,-1,1.32899,-1,0.5305,3,3,4,0.57986,Eukaryotic translation initiation factor 4E OS=Mus musculus GN=Eif4e PE=1 SV=1
P62071,0.40631,0.02568,1.92687,0.08804,0.40905,2,2,4,0.38554,Ras-related protein R-Ras2 OS=Mus musculus GN=Rras2 PE=1 SV=1
Q99JH1,0.11861,-1,0.59135,-1,0.11861,1,1,1,0.68753,Ribonuclease P protein subunit p25-like protein OS=Mus musculus GN=Rpp25l PE=2 SV=1
Q9DBG3,0.40293,0.13185,1.50015,0.53128,0.49309,9,9,18,0.60194,AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1
Q6PHZ5,0.51228,-1,0.92923,-1,0.44611,6,6,10,0.64653,Putative RNA-binding protein 15B OS=Mus musculus GN=Rbm15b PE=1 SV=2
P47226,0.59156,0.03528,0.70335,0.54181,0.61086,3,3,4,0.75283,Testin OS=Mus musculus GN=Tes PE=1 SV=1
P62915,0.30751,0.21016,0.49265,0.49665,0.57144,3,3,4,0.70642,Transcription initiation factor IIB OS=Mus musculus GN=Gtf2b PE=1 SV=1
Q7TQK4,0.64788,0,1.42489,0,0.64788,2,2,6,0.7362,Exosome complex component RRP40 OS=Mus musculus GN=Exosc3 PE=1 SV=3
D3YXK2,0.60378,-1,0.96673,-1,0.47414,11,11,21,0.70117,Scaffold attachment factor B1 OS=Mus musculus GN=Safb PE=1 SV=2
Q00547,0.66521,0.25855,1.00992,0.10692,0.80155,3,3,3,0.85603,Hyaluronan mediated motility receptor OS=Mus musculus GN=Hmmr PE=1 SV=4
Q9Z1N5,0.62177,-1,1.48154,-1,0.61469,18,18,47,0.70484,Spliceosome RNA helicase Ddx39b OS=Mus musculus GN=Ddx39b PE=1 SV=1
Q60749,0.68823,-1,1.02101,-1,0.7143,36,36,79,0.83105,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Mus musculus GN=Khdrbs1 PE=1 SV=2"
Q9CZX5,0.28132,0.29682,1.28687,1.42605,0.52581,4,4,5,0.53591,PIN2/TERF1-interacting telomerase inhibitor 1 OS=Mus musculus GN=Pinx1 PE=2 SV=2
Q9CR00,0.59678,-1,1.59947,-1,0.59678,1,1,1,0.63068,26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus GN=Psmd9 PE=1 SV=1
Q5DTM8,0.31383,0.04221,2.06283,0.79147,0.30961,4,4,5,0.52137,E3 ubiquitin-protein ligase BRE1A OS=Mus musculus GN=Rnf20 PE=2 SV=2
Q78PY7,0.38172,0.02375,2.08843,0.08908,0.38415,4,4,4,0.52417,Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus GN=Snd1 PE=1 SV=1
Q922Y1,0.49933,0.151,0.87434,0.34957,0.56342,5,5,6,0.86094,UBX domain-containing protein 1 OS=Mus musculus GN=Ubxn1 PE=1 SV=1
P47758,0.24182,0.05544,2.9989,0.57597,0.26305,2,2,2,0.46447,Signal recognition particle receptor subunit beta OS=Mus musculus GN=Srprb PE=1 SV=1
O88796,0.48785,-1,1.15,-1,0.48785,1,1,1,0.43829,Ribonuclease P protein subunit p30 OS=Mus musculus GN=Rpp30 PE=2 SV=1
P30412,0.91611,1.10E-04,1.03664,0.01719,0.91611,3,3,3,0.46573,Peptidyl-prolyl cis-trans isomerase C OS=Mus musculus GN=Ppic PE=1 SV=1
P11276,0.61206,-1,1.07225,-1,0.69708,38,38,60,0.75134,Fibronectin OS=Mus musculus GN=Fn1 PE=1 SV=4
Q9ET54,0.33246,-1,1.23412,-1,0.52024,8,8,8,0.41036,Palladin OS=Mus musculus GN=Palld PE=1 SV=2
Q91W50,0.52491,0.1501,1.64138,0.38127,0.56526,13,13,23,0.61042,Cold shock domain-containing protein E1 OS=Mus musculus GN=Csde1 PE=2 SV=1
Q149F3,0.507,0.1603,1.10682,0.29439,0.60471,16,16,30,0.68499,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Mus musculus GN=Gspt2 PE=1 SV=1
P08752,0.74588,-1,0.82505,-1,0.55633,2,2,2,0.76214,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus GN=Gnai2 PE=1 SV=5
Q9D9K3,0.76832,0.02382,0.86325,0.11867,0.77167,3,3,3,0.5725,Cell death regulator Aven OS=Mus musculus GN=Aven PE=1 SV=2
Q922H9,0.58749,-1,1.63679,-1,0.58749,1,1,1,0.65344,Zinc finger protein 330 OS=Mus musculus GN=Znf330 PE=2 SV=1
Q9QVN7,0.29099,-1,0.60039,-1,0.32354,15,15,37,0.71701,Transcription elongation factor A protein 2 OS=Mus musculus GN=Tcea2 PE=2 SV=2
