PLINE,LOCUS,AVERAGE_RATIO,AVERAGE_RATIO_REV,STANDARD_DEVIATION,STANDARD_DEVIATION_REV,COMPOSITE_RATIO,COMPOSITE_RATIO_STANDARD_DEVIATION,WEIGHTED_AVERAGE,LOG_INV_AVERAGE,LOG_INV_AVERAGE_REV,PEPTIDE_NUM,TOTAL_PEPTIDE_NUM,SPEC_COUNT,AREA_RATIO,DESCRIPTION
P,F8WJI4,0.83468,0.65262,NA,NA,1.39244,1,0.83468,0.83468,0.65262,1,1,1,1.392442497,Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=1 
P,B7ZNP3,0.47136,0.44385,NA,NA,1.13024,1,0.47136,0.47136,0.44385,1,1,1,1.13024244,COMM domain-containing protein 6 OS=Mus musculus OX=10090 GN=Commd6 PE=1 SV=1 
P,Q3V4B5,0.47136,0.44385,NA,NA,1.13024,1,0.47136,0.47136,0.44385,1,1,1,1.13024244,COMM domain-containing protein 6 OS=Mus musculus OX=10090 GN=Commd6 PE=1 SV=1 
P,A0A286YDJ6,0.60721,0.65671,NA,NA,0.95112,1.29916,0.73075,0.60721,0.65671,15,15,28,1.000299726,Lysine-specific demethylase 3B OS=Mus musculus OX=10090 GN=Kdm3b PE=1 SV=1 
P,Q6ZPY7,0.60721,0.65671,�,�,0.95112,1.29916,0.73075,0.60721,0.65671,15,15,28,1.000299726,Lysine-specific demethylase 3B OS=Mus musculus OX=10090 GN=Kdm3b PE=1 SV=2 
P,A0A0R4J140,0.7062,0.67862,NA,NA,0.93354,1.68245,0.88709,0.7062,0.67862,16,16,24,1.045215142,Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=1 
P,Q5SW19,0.7062,0.67862,�,�,0.93354,1.68245,0.88709,0.7062,0.67862,16,16,24,1.045215142,Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=2 
P,O08715,1.01381,0.84288,0.11001,0.1181,1.20442,1.0781,1.03094,1.01381,0.84288,12,12,15,1.194411486,"A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4 "
P,Q5NCM5,0.85473,0.52362,0.22825,0.24663,1.15551,1.15119,1.00418,0.85473,0.52362,8,8,15,1.099742415,Epsin-2 OS=Mus musculus OX=10090 GN=Epn2 PE=1 SV=1 
P,J3QNT7,0.85473,0.52362,0.22825,0.24663,1.15551,1.15119,1.00418,0.85473,0.52362,8,8,15,1.099742415,Epsin-2 OS=Mus musculus OX=10090 GN=Epn2 PE=1 SV=1 
P,Q8C2T6,0.60931,0.70145,0.25624,0.30012,1.08765,1.30342,0.81603,0.60931,0.70145,11,11,14,1.169270819,DNA polymerase alpha subunit B OS=Mus musculus OX=10090 GN=Pola2 PE=1 SV=1 
P,Q3TEG7,0.88189,0.82455,NA,NA,0.9292,1.50062,0.86203,0.88189,0.82455,4,4,7,0.805346337,Ras-related protein Rab-2B OS=Mus musculus OX=10090 GN=Rab2b PE=1 SV=1 
P,P59279,0.88189,0.82455,�,�,0.9292,1.50062,0.86203,0.88189,0.82455,4,4,7,0.805346337,Ras-related protein Rab-2B OS=Mus musculus OX=10090 GN=Rab2b PE=1 SV=1 
P,A0A1Y7VKZ4,1,1,0,0,1.19952,1.83618,NA,1,1,3,3,4,1.888279584,Basic leucine zipper and W2 domain-containing protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Bzw2 PE=1 SV=1 
P,D6RH50,0.34627,1.33722,0.31572,1.00412,0.95153,1.03616,0.44845,0.34627,1.33722,2,2,2,0.951833973,Cohesin subunit SA-1 OS=Mus musculus OX=10090 GN=Stag1 PE=1 SV=1 
P,D3Z1T1,0.34627,1.33722,0.31572,1.00412,0.95153,1.03616,0.44845,0.34627,1.33722,2,2,2,0.951833973,Cohesin subunit SA-1 (Fragment) OS=Mus musculus OX=10090 GN=Stag1 PE=1 SV=8 
P,A0A1B0GRY7,0.56681,1.5072,NA,NA,0.78588,1,0.56681,0.56681,1.5072,1,1,1,0.78588255,Ribonuclease inhibitor (Fragment) OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1 
P,E9PZQ9,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 "
P,E9PYY0,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 "
P,K7E6F1,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 "
P,E9Q6X2,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 "
P,E9Q4R2,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=8 "
P,E9Q3Y1,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 "
P,E9Q108,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=8 "
P,E9Q0P9,0.30663,0.8153,0,0,0.79199,1,0.30663,0.30663,0.8153,2,2,3,0.791987958,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 "
P,A0A1L1SSM1,0.47775,0.92093,NA,NA,0.72146,1,0.47775,0.47775,0.92093,1,1,1,0.721462437,Poly(rC)-binding protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Pcbp4 PE=1 SV=1 
P,P0DJF2,0.37156,0.38398,NA,NA,1.05191,1,0.37156,0.37156,0.38398,1,1,1,1.051908332,"Protein PET117 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Pet117 PE=3 SV=1 "
P,E0CXA3,0.77131,0.8214,0,0,0.96233,1,0.77131,0.77131,0.8214,2,2,2,0.962333894,Zinc finger protein-like 1 OS=Mus musculus OX=10090 GN=Zfpl1 PE=1 SV=1 
P,A0A0G2JDZ6,0.8748,0.8763,NA,NA,1.01825,1,0.8748,0.8748,0.8763,1,1,1,1.018252974,Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Mus musculus OX=10090 GN=Setd2 PE=4 SV=1 
P,A0A0A6YW53,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1 
P,P97820,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1 
P,F8VPL5,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=2 
P,E9PVG7,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=2 
P,B7ZNR9,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Map4k4 protein OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1 
P,B2RUE8,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Map4k4 protein OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1 
P,A0A0A6YWR8,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1 
P,A0A0A6YWM8,0.77034,0.67028,0.53719,0.44221,1.29229,1.33027,1.02739,0.77034,0.67028,18,18,30,1.344420978,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1 
P,P46062,0.81814,0.84059,0.26202,0.24749,1.01974,1.13556,0.97511,0.81814,0.84059,20,20,36,1.007584942,Signal-induced proliferation-associated protein 1 OS=Mus musculus OX=10090 GN=Sipa1 PE=1 SV=2 
P,Q8CBB7,0.74235,0.46114,0.46934,0.25814,1.07689,1.74499,1.01629,0.74235,0.46114,10,10,14,1.387374852,AP-1 complex subunit gamma OS=Mus musculus OX=10090 GN=Ap1g1 PE=1 SV=1 
P,P22892,0.74235,0.46114,0.46934,0.25814,1.07689,1.74499,1.01629,0.74235,0.46114,10,10,14,1.387374852,AP-1 complex subunit gamma-1 OS=Mus musculus OX=10090 GN=Ap1g1 PE=1 SV=3 
P,D3YZP9,0.70857,0.88729,0.10898,0.19016,0.85328,1.01714,0.76026,0.70857,0.88729,3,3,5,0.861775726,Coiled-coil domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ccdc6 PE=1 SV=1 
P,F6VMC4,0.74211,0.98399,0.07375,0.14596,0.846,1.29428,0.75572,0.74211,0.98399,6,6,7,0.96252975,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (Fragment) OS=Mus musculus OX=10090 GN=Jmjd6 PE=1 SV=1 
P,Q9ERI5,0.74211,0.98399,0.07375,0.14596,0.846,1.29428,0.75572,0.74211,0.98399,6,6,7,0.96252975,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Mus musculus OX=10090 GN=Jmjd6 PE=1 SV=2 
P,G3UVU9,0.74211,0.98399,0.07375,0.14596,0.846,1.29428,0.75572,0.74211,0.98399,6,6,7,0.96252975,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Mus musculus OX=10090 GN=Jmjd6 PE=1 SV=1 
P,F6VRF7,0.74211,0.98399,0.07375,0.14596,0.846,1.29428,0.75572,0.74211,0.98399,6,6,7,0.96252975,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (Fragment) OS=Mus musculus OX=10090 GN=Jmjd6 PE=1 SV=1 
P,A0A1L1SVG1,0.72069,0.88664,0.19219,0.2107,0.97714,1.17981,0.82427,0.72069,0.88664,8,8,13,0.922649609,Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=1 
P,A0A1L1SQW1,0.72069,0.88664,0.19219,0.2107,0.97714,1.17981,0.82427,0.72069,0.88664,8,8,13,0.922649609,Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=1 
P,Q9D0R9,0.32823,0.55633,0.04775,0.37527,1.25708,1.52302,0.30588,0.32823,0.55633,5,5,6,1.216433506,WD repeat-containing protein 89 OS=Mus musculus OX=10090 GN=Wdr89 PE=2 SV=1 
P,P10605,0.18417,0.14058,0.6284,0.36915,1.10541,1.07348,1.10375,0.18417,0.14058,7,7,11,1.068047734,Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2 
P,Q9DB96,0.50478,0.44431,0.40901,0.43911,1.11042,1.2725,0.99254,0.50478,0.44431,5,5,7,0.989107234,Neuroguidin OS=Mus musculus OX=10090 GN=Ngdn PE=1 SV=1 
P,A0A0G2JFC3,0.61072,1.07465,0.19728,0.12562,0.70921,1.18272,0.65954,0.61072,1.07465,2,2,2,0.714206964,E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=1 
P,A0A140LID0,0.72748,0.75626,0.31826,0.15753,0.97035,1.29878,0.84378,0.72748,0.75626,9,9,24,1.053997779,Probable global transcription activator SNF2L2 (Fragment) OS=Mus musculus OX=10090 GN=Smarca2 PE=1 SV=1 
P,H3BJ42,0.11663,0.17173,NA,NA,0.50871,1.11808,0.07813,0.11663,0.17173,4,4,7,0.49345152,Mediator of RNA polymerase II transcription subunit 23 (Fragment) OS=Mus musculus OX=10090 GN=Med23 PE=1 SV=1 
P,D3YYF3,0.89356,0.80405,0.02331,0.19538,0.92839,1.10951,0.89878,0.89356,0.80405,2,2,3,0.930899374,"Aldehyde dehydrogenase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1 "
P,A0A0J9YU02,0.99541,0.65718,NA,NA,1.18584,1,0.99541,0.99541,0.65718,1,1,1,1.185835085,"28S ribosomal protein S9, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Mrps9 PE=1 SV=1 "
P,G3UWJ9,0.72368,1.27836,NA,NA,0.91821,1,0.72368,0.72368,1.27836,1,1,1,0.918206737,Death domain-associated protein 6 (Fragment) OS=Mus musculus OX=10090 GN=Daxx PE=1 SV=1 
P,A2ABY8,0.19697,0.08051,NA,NA,1.64188,1,0.19697,0.19697,0.08051,1,1,1,1.641884624,NAD-dependent protein deacetylase sirtuin-7 OS=Mus musculus OX=10090 GN=Sirt7 PE=1 SV=1 
P,B8JJF3,0.1859,0.25762,NA,NA,1.08596,1,0.1859,0.1859,0.25762,1,1,1,1.085964193,Myotubularin-related protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Mtmr2 PE=1 SV=1 
P,A0A0N4SW78,0.98097,0.95204,0.00138,0.00304,1.02894,1.00388,0.98098,0.98097,0.95204,4,4,14,1.028948739,Nucleolysin TIA-1 (Fragment) OS=Mus musculus OX=10090 GN=Tia1 PE=1 SV=1 
P,Q6PFF0,0.57012,0.60017,NA,NA,0.98745,1.513,0.83067,0.57012,0.60017,24,24,50,1.026390046,SR-related CTD-associated factor 4 OS=Mus musculus OX=10090 GN=Scaf4 PE=1 SV=1 
P,A0A1Y7VP67,0.5021,0.71872,0.32752,0.32322,0.87552,1.4903,0.85535,0.5021,0.71872,13,13,16,0.83530056,ELM2 and Myb/SANT-like domain-containing 1 (Fragment) OS=Mus musculus OX=10090 GN=Elmsan1 PE=1 SV=1 
P,D6RFB8,0.76051,0.96467,0.11803,0.22227,0.87906,1.14147,0.79913,0.76051,0.96467,16,16,27,0.865147308,DNA polymerase OS=Mus musculus OX=10090 GN=Pold1 PE=1 SV=1 
P,E0CY15,0.93214,0.60242,0.21667,0.24765,1.08417,1.51539,0.91525,0.93214,0.60242,13,13,19,1.501694161,"DNA-directed RNA polymerase, mitochondrial OS=Mus musculus OX=10090 GN=Polrmt PE=1 SV=1 "
P,Q6PHP4,0.88794,0.9239,NA,NA,0.91485,1.82469,0.90992,0.88794,0.9239,9,9,13,1.428076205,"MCG140111, isoform CRA_c (Fragment) OS=Mus musculus OX=10090 GN=Zfp512b PE=1 SV=1 "
P,P27612,0.4979,0.661,NA,NA,0.8565,1.09977,0.71259,0.4979,0.661,7,7,12,0.871868941,Phospholipase A-2-activating protein OS=Mus musculus OX=10090 GN=Plaa PE=1 SV=4 
P,P16627,0.50259,0.56477,NA,NA,0.94419,1.2335,0.82736,0.50259,0.56477,38,38,131,1.019640445,Heat shock 70 kDa protein 1-like OS=Mus musculus OX=10090 GN=Hspa1l PE=1 SV=4 
P,A0A087WSF5,0.76837,0.79455,0.28178,0.2396,0.77646,1.44544,0.91966,0.76837,0.79455,12,12,18,0.922860818,Leucine-rich repeat flightless-interacting protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=1 
P,A0A087WNU6,0.76837,0.79455,0.28178,0.2396,0.77646,1.44544,0.91966,0.76837,0.79455,12,12,18,0.922860818,Leucine-rich repeat flightless-interacting protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=1 
P,Q3ULD5,0.56112,0.4878,0.29632,0.3199,0.99335,1.24433,0.83536,0.56112,0.4878,9,9,13,1.067706451,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Mccc2 PE=1 SV=1 "
P,Q8K0C4,0.52465,0.58199,0.31215,0.27146,1.08061,1.17759,0.7981,0.52465,0.58199,4,4,4,1.157939887,Lanosterol 14-alpha demethylase OS=Mus musculus OX=10090 GN=Cyp51a1 PE=1 SV=1 
P,Q3UFM6,0.85919,0.87061,NA,NA,0.80714,2.00564,0.81447,0.85919,0.87061,11,11,13,1.188423925,"Expressed sequence 2 embryonic lethal, isoform CRA_a OS=Mus musculus OX=10090 GN=Ess2 PE=1 SV=1 "
P,O70279,0.85919,0.87061,�,�,0.80714,2.00564,0.81447,0.85919,0.87061,11,11,13,1.188423925,Splicing factor ESS-2 homolog OS=Mus musculus OX=10090 GN=Ess2 PE=1 SV=2 
P,E9QPC5,0.34814,0.52346,NA,NA,0.81685,1.62207,0.83255,0.34814,0.52346,3,3,3,0.995087671,N6-adenosine-methyltransferase non-catalytic subunit OS=Mus musculus OX=10090 GN=Mettl14 PE=1 SV=2 
P,Q3UIK4,0.34814,0.52346,�,�,0.81685,1.62207,0.83255,0.34814,0.52346,3,3,3,0.995087671,N6-adenosine-methyltransferase non-catalytic subunit OS=Mus musculus OX=10090 GN=Mettl14 PE=1 SV=1 
P,G3UYS3,0.34814,0.52346,�,�,0.81685,1.62207,0.83255,0.34814,0.52346,3,3,3,0.995087671,N6-adenosine-methyltransferase non-catalytic subunit OS=Mus musculus OX=10090 GN=Mettl14 PE=1 SV=1 
P,P21278,0.72152,0.95822,0.2894,0.50152,0.93834,1.48872,0.86653,0.72152,0.95822,11,11,18,0.904396,Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1 
P,Q3UGP9,0.19995,0.84491,0.66116,0.1449,0.36526,2.97544,0.97296,0.19995,0.84491,2,2,3,0.479310908,Leucine-rich repeat-containing protein 58 OS=Mus musculus OX=10090 GN=Lrrc58 PE=2 SV=1 
P,Q9R1R8,0.70415,0.66244,NA,NA,1.2065,2.19987,0.62836,0.70415,0.66244,4,4,8,1.02189676,Retinol dehydrogenase 11 OS=Mus musculus OX=10090 GN=Rdh11 PE=1 SV=1 
P,Q9QYF1,0.70415,0.66244,�,�,1.2065,2.19987,0.62836,0.70415,0.66244,4,4,8,1.02189676,Retinol dehydrogenase 11 OS=Mus musculus OX=10090 GN=Rdh11 PE=1 SV=2 
P,Q9CWY8,0.68829,1.15011,NA,NA,0.71694,4.32059,0.60778,0.68829,1.15011,3,3,3,0.636064296,Ribonuclease H2 subunit A OS=Mus musculus OX=10090 GN=Rnaseh2a PE=1 SV=2 
P,H3BJW0,0.47762,0.63464,0.2021,0.33688,0.82012,1.06812,0.64785,0.47762,0.63464,5,5,9,0.79738294,Connective tissue growth factor OS=Mus musculus OX=10090 GN=Ctgf PE=1 SV=1 
P,E0CYX9,0.64585,0.56471,0.27471,0.49717,1.31265,1.25347,0.5862,0.64585,0.56471,2,2,2,1.3294345,Coiled-coil domain-containing protein 127 (Fragment) OS=Mus musculus OX=10090 GN=Ccdc127 PE=1 SV=1 
P,Q3TC33,0.64585,0.56471,0.27471,0.49717,1.31265,1.25347,0.5862,0.64585,0.56471,2,2,2,1.3294345,Coiled-coil domain-containing protein 127 OS=Mus musculus OX=10090 GN=Ccdc127 PE=1 SV=2 
P,A0A140LJD7,0.30348,0.83391,0.34326,0.26643,0.6877,1.32894,0.74282,0.30348,0.83391,6,6,14,0.686178319,Probable global transcription activator SNF2L2 (Fragment) OS=Mus musculus OX=10090 GN=Smarca2 PE=1 SV=1 
P,A2A9I0,1.06221,0.83148,0,0,1.15516,1,1.06221,1.06221,0.83148,2,2,2,1.155163376,Golgi SNAP receptor complex member 2 OS=Mus musculus OX=10090 GN=Gosr2 PE=1 SV=1 
P,O35166,1.06221,0.83148,0,0,1.15516,1,1.06221,1.06221,0.83148,2,2,2,1.155163376,Golgi SNAP receptor complex member 2 OS=Mus musculus OX=10090 GN=Gosr2 PE=1 SV=2 
P,Q9D7S9,0.87195,1.1208,0,0,1.02746,1,0.87195,0.87195,1.1208,2,2,2,1.027462196,Charged multivesicular body protein 5 OS=Mus musculus OX=10090 GN=Chmp5 PE=1 SV=1 
P,A0A0G2JFK3,0.35547,0.29048,0.46999,0.44491,1.54267,1.5919,0.81725,0.35547,0.29048,2,2,4,1.626788113,Microtubule-associated protein (Fragment) OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=1 
P,A0A0G2JDY5,0.35547,0.29048,0.46999,0.44491,1.54267,1.5919,0.81725,0.35547,0.29048,2,2,4,1.626788113,Microtubule-associated protein (Fragment) OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=1 
P,A0A0U1RQ49,0.69924,1.27577,NA,NA,0.7309,1,0.69924,0.69924,1.27577,1,1,1,0.730898106,Hsp70-binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Hspbp1 PE=1 SV=1 
P,A0A0U1RPE7,0.69924,1.27577,NA,NA,0.7309,1,0.69924,0.69924,1.27577,1,1,1,0.730898106,Hsp70-binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Hspbp1 PE=1 SV=1 
P,Reverse_tr|G3X9C7|G3X9C7_MOUSE,1,1,NA,NA,0.0024,1,NA,1,1,1,1,1,0.002395705,Homeobox protein MSX-3 OS=Mus musculus OX=10090 GN=Msx3 PE=4 SV=1 
P,B7ZC42,0.33786,0.33854,0.05972,0.01415,1.26147,1.10061,0.35177,0.33786,0.33854,4,4,6,1.265815682,AF4/FMR2 family member 4 (Fragment) OS=Mus musculus OX=10090 GN=Aff4 PE=1 SV=1 
P,A0A1D5RM76,0.99658,0.77926,0.00583,0.05593,1.21227,1.07598,0.99638,0.99658,0.77926,6,6,44,1.170799056,Tubulin beta-3 chain OS=Mus musculus OX=10090 GN=Tubb3 PE=1 SV=1 
P,A0A0U1RQ13,0.35641,0.63274,0,0,1.23382,1,0.35641,0.35641,0.63274,2,2,5,1.233821015,Ribonuclease P protein subunit p29 OS=Mus musculus OX=10090 GN=Pop4 PE=1 SV=1 
P,A0A0U1RP33,0.35641,0.63274,0,0,1.23382,1,0.35641,0.35641,0.63274,2,2,5,1.233821015,Ribonuclease P protein subunit p29 OS=Mus musculus OX=10090 GN=Pop4 PE=1 SV=1 
P,S4R294,0.67296,0.63736,NA,NA,1.08956,1.19588,0.88076,0.67296,0.63736,32,32,58,1.117248019,Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1 
P,B9EKS2,0.61372,0.65802,NA,NA,0.95112,1.28949,0.73004,0.61372,0.65802,16,16,29,1.004867903,Jumonji domain containing 1B OS=Mus musculus OX=10090 GN=Kdm3b PE=1 SV=1 
P,A0A286YD76,0.47174,0.54245,NA,NA,1.07677,1.46221,0.83612,0.47174,0.54245,19,19,30,1.040559519,Microtubule-actin cross-linking factor 1 (Fragment) OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=1 
P,Q80TG1,0.63568,0.83381,NA,NA,0.95551,1.60776,0.87793,0.63568,0.83381,13,13,31,1.063688095,KAT8 regulatory NSL complex subunit 1 OS=Mus musculus OX=10090 GN=Kansl1 PE=1 SV=1 
P,P39098,0.85033,0.65957,0.3596,0.10581,1.31592,1.28425,1.09673,0.85033,0.65957,4,4,9,1.28181374,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB OS=Mus musculus OX=10090 GN=Man1a2 PE=1 SV=1 "
P,D3Z1C5,0.75046,0.56331,NA,NA,1.38296,1.3182,0.85885,0.75046,0.56331,4,4,5,1.460265902,LIM domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ldb1 PE=1 SV=1 
P,P70662,0.75046,0.56331,�,�,1.38296,1.3182,0.85885,0.75046,0.56331,4,4,5,1.460265902,LIM domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ldb1 PE=1 SV=2 
P,A0A338P6R8,0.45986,0.35486,NA,NA,1.08971,1.79516,0.99629,0.45986,0.35486,8,8,13,1.550742591,Uncharacterized protein OS=Mus musculus OX=10090 PE=3 SV=1 
P,Q9Z2Q6,0.45986,0.35486,�,�,1.08971,1.79516,0.99629,0.45986,0.35486,8,8,13,1.550742591,Septin-5 OS=Mus musculus OX=10090 GN=Sept5 PE=1 SV=2 
P,B7ZNM7,0.45986,0.35486,�,�,1.08971,1.79516,0.99629,0.45986,0.35486,8,8,13,1.550742591,Sept5 protein OS=Mus musculus OX=10090 GN=Sept5 PE=1 SV=1 
P,A0A338P769,0.45986,0.35486,�,�,1.08971,1.79516,0.99629,0.45986,0.35486,8,8,13,1.550742591,Septin-5 OS=Mus musculus OX=10090 GN=Sept5 PE=1 SV=1 
P,Q78JW9,0.65252,0.80564,NA,NA,0.92003,1.04083,0.52714,0.65252,0.80564,3,3,5,0.934092732,Ubiquitin domain-containing protein UBFD1 OS=Mus musculus OX=10090 GN=Ubfd1 PE=1 SV=2 
P,D3Z7R0,0.56378,0.45552,0.05475,0.12384,1.14774,1.50401,0.58927,0.56378,0.45552,5,5,6,1.548968382,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Bckdk PE=1 SV=1 "
P,A0A0U1RNL7,0.56378,0.45552,0.05475,0.12384,1.14774,1.50401,0.58927,0.56378,0.45552,5,5,6,1.548968382,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus OX=10090 GN=Bckdk PE=1 SV=1 "
P,Q8VE10,1.02344,0.504,0.15466,0.41135,1.15437,1.06233,0.96025,1.02344,0.504,2,2,3,1.155427228,N-alpha-acetyltransferase 40 OS=Mus musculus OX=10090 GN=Naa40 PE=1 SV=1 
P,Q91ZR1,1.17788,0.73519,0,0,0.79813,1,1.17788,1.17788,0.73519,2,2,2,0.798132401,Ras-related protein Rab-4B OS=Mus musculus OX=10090 GN=Rab4b PE=1 SV=2 
P,F7AZP7,0.69123,0.97696,0,0,0.79891,1,0.69123,0.69123,0.97696,2,2,2,0.798912335,WD repeat domain phosphoinositide-interacting protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Wdr45b PE=1 SV=1 
P,F6RIG8,0.69123,0.97696,0,0,0.79891,1,0.69123,0.69123,0.97696,2,2,2,0.798912335,WD repeat domain phosphoinositide-interacting protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Wdr45b PE=1 SV=1 
P,F6ZFT1,0.41125,1.60598,0.35942,2.37169,1.04047,2.13403,0.55836,0.41125,1.60598,3,3,9,0.786954606,Acyl carrier protein (Fragment) OS=Mus musculus OX=10090 GN=Ndufab1 PE=1 SV=1 
